testplanid,status,testcaseid,testcaseexternalid,buildid,buildname,platformid,platformname,notes,guess,bugid,customfields,overwrite,user,execduration,timestamp,steps
1990,p,1992,None,7,None,None,None,None,None,None,None,None,None,None,None
